condition,WT_1,WT_1,WT_1,WT_1,WT_1,WT_1,WT_1,WT_1,WT_1,WT_1,WT_2,WT_2,WT_2,WT_2,WT_2,WT_2,WT_2,WT_2,WT_2,WT_2,WT_3,WT_3,WT_3,WT_3,WT_3,WT_3,WT_3,WT_3,WT_3,WT_3
TRIAE_CS42_7AS_TGACV1_569387_AA1814810,5.409433785,6.401597079,5.192656806,5.812729551,5.7965956,4.812818301,5.897321436,5.291655224,6.21787077,5.753809968,5.968226626,7.053775856,5.156425407,5.329195686,5.230953525,6.707302338,5.558278746,5.070669938,6.397412872,5.952289633,5.840580609,5.6560967,5.608445628,5.561350638,6.045637815,5.862414527,5.262275595,4.97982551,5.42226801,6.792005425
TRIAE_CS42_7AS_TGACV1_569633_AA1820700,7.158163275,7.32605995,6.721273947,7.435170904,6.777315901,6.493670932,7.1178852,7.131946042,7.186656871,6.340673011,7.525440764,8.091501845,5.886966183,7.12891318,5.934881762,8.272741041,7.209461773,6.81138897,7.342546152,6.552363583,7.452970271,7.032648085,6.64077569,7.171762501,6.665920505,7.589513147,7.067102914,6.419595041,6.945818881,7.322908637
TRIAE_CS42_7AS_TGACV1_570423_AA1835500,6.063157104,6.271332418,5.751247952,6.318993339,6.313291129,5.507138845,5.99051825,5.586158176,6.019618479,5.88825006,6.33239469,7.046301961,5.221976133,6.18505547,5.140212211,6.988121165,5.720599145,5.197662429,5.384518365,6.257840945,6.72385708,5.89865823,5.700572762,6.307785096,5.770555435,6.412979826,5.281567874,5.369427994,4.856209021,6.864266189
TRIAE_CS42_7AS_TGACV1_570721_AA1839790,6.220588182,6.092444984,5.959070479,5.34134812,5.36989822,4.728245858,5.170432857,4.857600658,6.218361047,4.105066872,6.772822905,8.211732682,5.552257788,5.292017564,4.302252641,7.244013207,6.53677855,4.734574323,5.641754577,5.180198024,6.091389064,5.935724539,5.050733827,5.810230399,4.810793144,7.723350154,5.047217915,5.546859623,4.216155032,6.198246982
TRIAE_CS42_7BL_TGACV1_576749_AA1853680,5.576517124,6.197174818,5.597420087,5.451742069,5.638970494,4.717033512,5.416135957,5.695503229,5.697777481,5.758128604,6.577862915,6.973541802,5.15440658,5.153857908,4.668558045,6.696146014,5.723836704,5.137038844,5.567453267,5.986481151,5.976933481,6.369951872,5.67954101,5.606072618,5.082782297,6.416771171,4.985734493,5.12349107,5.419402057,6.141634249
TRIAE_CS42_7BS_TGACV1_591833_AA1923070,6.919984595,6.951057403,6.175898382,7.075587745,6.114947839,6.030756702,6.637311896,6.649100177,6.693837799,5.560371863,7.157878309,7.646514228,5.357189624,6.740910891,5.3509786,7.85451469,6.735769634,6.337500109,6.723175133,5.811214274,7.04330305,6.694294318,6.218612729,6.754127751,6.18588388,7.071089402,6.503056925,5.972730842,6.399308324,6.617227835
TRIAE_CS42_7BS_TGACV1_593055_AA1947750,7.673418451,7.945757321,7.009824384,7.843060092,7.193963766,6.76330853,7.74317863,7.410443887,7.738235367,7.28810085,7.898151126,8.565925735,6.179463706,7.459793861,6.08538285,8.566337521,7.714762254,7.216401069,7.69045976,7.535152538,8.145680134,7.432022163,7.22659439,7.649497367,6.931984467,7.912294955,7.194174054,6.823778928,7.647924395,7.87690408
TRIAE_CS42_7BS_TGACV1_593422_AA1951390,7.201871607,7.305154613,7.150968598,6.631073811,6.430909093,6.09272517,6.461538799,5.98736867,7.596321985,6.185969912,7.561657346,8.833824492,6.216350579,6.707666634,5.201354822,7.779479351,7.79975874,6.395567061,7.220231039,8.014286133,7.748074769,7.502528591,6.037319455,7.125797842,5.513686777,7.731993628,5.78199366,6.865945297,5.554957588,7.413204476
TRIAE_CS42_7BS_TGACV1_593677_AA1953710,4.856255699,5.975175091,4.569462176,5.574994102,5.369176495,4.46403395,5.537137397,5.3236293,5.245533488,4.876936268,5.28766584,6.274080056,4.517930056,4.849127618,4.494876411,5.902977536,4.961788128,5.144466642,5.343897623,5.036738294,5.745474491,5.288145811,5.399216445,5.096286858,5.064643566,5.263042458,4.514303021,4.471423913,5.251519217,5.75212492
TRIAE_CS42_7BS_TGACV1_594836_AA1958510,6.304768678,6.865683546,5.902613934,6.536559125,6.63453217,5.464505307,6.259065421,6.244438126,6.992246232,7.158157327,6.676576028,7.353455329,5.393191542,6.184829072,5.304033291,7.480505573,6.296301996,5.746810674,6.561468759,7.415844963,6.946227154,6.46685054,6.190594056,6.645694169,5.924437709,6.657141605,5.698737101,5.462027636,6.437084227,7.36078186
TRIAE_CS42_7DL_TGACV1_602779_AA1968430,6.733322448,7.122349323,6.433443029,5.950046021,6.088796772,5.425541693,5.896989651,5.932231978,6.889976479,6.399215058,7.14280442,7.985497743,5.468455843,5.9303083,4.961119367,7.629609836,6.879421648,5.807910211,6.475192071,6.895463068,6.750589153,7.038139887,5.786676253,6.512344526,5.433566184,7.198058476,5.370696631,6.165078402,5.962280222,6.989375155
TRIAE_CS42_7DS_TGACV1_621751_AA2025220,5.538329834,6.762678639,5.512868105,6.336861129,6.164234381,5.324886267,6.40735677,5.821571436,6.423164168,6.377887838,6.207798969,7.276860644,5.553389725,5.760159657,5.582638798,6.967730278,5.974002977,5.661355025,6.616977754,6.339830063,6.394510064,5.881353878,6.176588424,5.885303711,6.243601692,6.301996071,5.784028239,5.404338164,5.829098547,7.079807621
TRIAE_CS42_7DS_TGACV1_621830_AA2027150,5.704738684,7.13831129,6.556786879,6.410752018,5.900269887,5.472892329,6.067320812,5.581690167,6.5588685,5.760493566,6.647043548,7.967300976,5.152840626,6.467948695,4.784386928,6.65613509,7.011295138,6.093073033,6.387022407,7.109528094,7.11548464,6.658113736,4.736750927,6.513286489,5.099055123,7.119773169,5.424976449,6.316812639,5.202830171,6.209287972
TRIAE_CS42_7DS_TGACV1_622899_AA2046950,6.800609504,7.223526871,6.398136094,7.005224218,6.801855507,5.990705509,6.810085888,6.463734201,6.97421199,6.816721894,7.22926006,7.852092602,5.602470493,6.574420172,5.554511674,7.865753361,6.867610659,6.006993349,6.698248079,6.890705046,7.291695309,6.833352371,6.628206706,6.890616852,6.266283297,6.888845103,6.321005676,5.986416829,6.278862642,7.125118798
TRIAE_CS42_7DS_TGACV1_623271_AA2051500,7.09985107,7.225235227,6.600430125,7.43603383,6.674582351,6.275959925,6.977673485,7.128416785,7.171049034,6.215012417,7.423263932,7.947102973,5.676695032,7.087114034,5.895750933,8.227185189,7.105165346,6.838178487,7.299937492,6.321445475,7.34675922,7.072835895,6.49466855,7.132948967,6.549235448,7.446886046,6.937533766,6.397410552,7.098436959,7.152130789
TRIAE_CS42_7DS_TGACV1_623281_AA2051590,7.429561376,7.709390788,6.795098992,7.589493272,7.013942815,6.560559557,7.489736458,7.230609713,7.501426871,7.144011917,7.819789445,8.441303599,6.121362127,7.134212933,5.942594662,8.338574722,7.461409446,6.976522658,7.46448439,7.442529043,7.944224859,7.349195479,7.090672159,7.41815545,6.758508124,7.845827894,6.960067655,6.61755818,7.411919183,7.771433362
TRIAE_CS42_U_TGACV1_641158_AA2086950,4.443827036,6.058176486,3.911712957,4.633572981,5.100475998,4.167406035,5.393095587,4.212327578,6.254049941,5.513831891,4.863989714,6.101291573,3.729491026,5.053362672,4.241224589,5.681584581,5.219771871,4.302129437,6.463077818,5.141792203,5.222655881,4.135979027,4.160444364,5.087182669,5.031091303,5.405075405,5.255467275,4.443827036,4.901527024,6.254689979
TRIAE_CS42_U_TGACV1_643085_AA2127120,4.949872746,7.012502607,4.956531035,5.646654649,5.165357239,4.789048863,5.933271186,5.050496828,5.765839795,4.555985194,5.131412362,6.593445823,3.786459782,5.605842507,4.278054044,6.234787125,5.673275156,5.428441712,5.96383638,5.869937951,6.135781318,5.005850532,4.112511866,5.769276789,5.381251275,5.90290652,5.621270053,5.253241546,5.564290496,5.733664849
