"condition","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT","WT"
"time","3","3","3","7","7","7","10","10","10","13","13","13","15","15","15","17","17","17","19","19","19","21","21","21","23","23","23","26","26","26"
"TRIAE_CS42_6DL_TGACv1_527421_AA1703740","7.034916425","7.204944515","6.656124801","7.103256271","6.926930258","5.664084848","5.973201284","4.753478116","4.31499835","5.126057026","6.125988884","6.051510178","4.842374421","3.685037082","2.729276651","5.305218499","7.214975238","6.535989902","4.270435639","6.67366958","1.983792054","2.238059372","4.999358617","5.856872592","5.614998619","5.110251342","0.465418132","3.73175933","5.108856385","5.667564449"
"TRIAE_CS42_6DL_TGACv1_528188_AA1712310","6.518137929","6.678145869","7.102910794","6.933734868","7.617287489","6.529518103","5.913700283","5.497168225","6.14246957","6.322663978","6.149623611","6.565277646","6.065625375","5.162159671","5.65534125","5.600726708","7.406522491","6.890183801","6.465615813","6.721442568","5.924819809","6.174477531","6.003106516","5.869003085","6.511708182","6.502851513","6.057523786","5.88725892","6.448390852","6.782317898"
"TRIAE_CS42_6DS_TGACv1_542507_AA1723010","6.90666068","6.916549496","7.085955856","7.156991438","7.40956821","6.972982001","6.370638724","5.164464208","5.904551711","7.079604694","6.598292384","6.771512786","5.88213115","5.451032874","5.940334134","5.827111879","7.522676018","6.979965237","6.626301769","6.363334091","6.283538835","6.947206735","6.543484416","6.031029432","6.530218518","6.652723665","6.812006203","5.996767959","5.863869215","6.59760126"
"TRIAE_CS42_6DS_TGACv1_543772_AA1744060","6.427698728","7.120534102","6.747983162","7.321997753","7.073262938","6.405514037","5.939814084","4.591665406","5.486236146","7.167506903","6.666781204","6.595958094","5.66966521","5.249698388","5.767073656","5.475858767","7.055663946","6.255125855","6.68735172","6.111012913","6.053394669","6.199670689","6.011060143","5.901371882","5.534522049","5.671245853","6.196719039","4.077086156","4.233963161","5.404376388"
"TRIAE_CS42_7AL_TGACv1_557022_AA1775320","6.426709954","7.032650651","6.61257123","6.99115352","8.272161508","6.326327454","6.022008931","6.19361898","6.746795839","6.6843299","6.610533326","6.338047109","6.153129637","5.494561552","5.485501167","5.494740088","7.826777956","7.71130553","6.045087301","6.91573823","5.976244812","5.602723804","5.595733905","5.882565277","6.892351142","6.824207134","5.538062624","5.007983301","6.528253926","7.095843427"
"TRIAE_CS42_7AS_TGACv1_569159_AA1808800","6.354465688","6.29393301","6.836809072","6.186004899","7.592865248","6.392605319","6.163146369","4.566470937","4.769616257","5.525345364","5.917866445","6.100778488","5.227250918","4.051021178","4.486181674","5.425993526","6.954915544","6.625410935","5.54647738","6.541181503","4.828393734","5.098127111","5.675605883","6.082360453","6.35274263","6.055326277","4.920710587","4.993990874","6.561631617","6.160458096"
"TRIAE_CS42_7AS_TGACv1_569387_AA1814810","5.409433785","5.968226626","5.840580609","6.401597079","7.053775856","5.6560967","5.192656806","5.156425407","5.608445628","5.812729551","5.329195686","5.561350638","5.7965956","5.230953525","6.045637815","4.812818301","6.707302338","5.862414527","5.897321436","5.558278746","5.262275595","5.291655224","5.070669938","4.97982551","6.21787077","6.397412872","5.42226801","5.753809968","5.952289633","6.792005425"
"TRIAE_CS42_7AS_TGACv1_569633_AA1820700","7.158163275","7.525440764","7.452970271","7.32605995","8.091501845","7.032648085","6.721273947","5.886966183","6.64077569","7.435170904","7.12891318","7.171762501","6.777315901","5.934881762","6.665920505","6.493670932","8.272741041","7.589513147","7.1178852","7.209461773","7.067102914","7.131946042","6.81138897","6.419595041","7.186656871","7.342546152","6.945818881","6.340673011","6.552363583","7.322908637"
"TRIAE_CS42_7AS_TGACv1_570423_AA1835500","6.063157104","6.33239469","6.72385708","6.271332418","7.046301961","5.89865823","5.751247952","5.221976133","5.700572762","6.318993339","6.18505547","6.307785096","6.313291129","5.140212211","5.770555435","5.507138845","6.988121165","6.412979826","5.99051825","5.720599145","5.281567874","5.586158176","5.197662429","5.369427994","6.019618479","5.384518365","4.856209021","5.88825006","6.257840945","6.864266189"
"TRIAE_CS42_7AS_TGACv1_570721_AA1839790","6.220588182","6.772822905","6.091389064","6.092444984","8.211732682","5.935724539","5.959070479","5.552257788","5.050733827","5.34134812","5.292017564","5.810230399","5.36989822","4.302252641","4.810793144","4.728245858","7.244013207","7.723350154","5.170432857","6.53677855","5.047217915","4.857600658","4.734574323","5.546859623","6.218361047","5.641754577","4.216155032","4.105066872","5.180198024","6.198246982"
"TRIAE_CS42_7BL_TGACv1_576749_AA1853680","5.576517124","6.577862915","5.976933481","6.197174818","6.973541802","6.369951872","5.597420087","5.15440658","5.67954101","5.451742069","5.153857908","5.606072618","5.638970494","4.668558045","5.082782297","4.717033512","6.696146014","6.416771171","5.416135957","5.723836704","4.985734493","5.695503229","5.137038844","5.12349107","5.697777481","5.567453267","5.419402057","5.758128604","5.986481151","6.141634249"
"TRIAE_CS42_7BS_TGACv1_591833_AA1923070","6.919984595","7.157878309","7.04330305","6.951057403","7.646514228","6.694294318","6.175898382","5.357189624","6.218612729","7.075587745","6.740910891","6.754127751","6.114947839","5.3509786","6.18588388","6.030756702","7.85451469","7.071089402","6.637311896","6.735769634","6.503056925","6.649100177","6.337500109","5.972730842","6.693837799","6.723175133","6.399308324","5.560371863","5.811214274","6.617227835"
"TRIAE_CS42_7BS_TGACv1_593055_AA1947750","7.673418451","7.898151126","8.145680134","7.945757321","8.565925735","7.432022163","7.009824384","6.179463706","7.22659439","7.843060092","7.459793861","7.649497367","7.193963766","6.08538285","6.931984467","6.76330853","8.566337521","7.912294955","7.74317863","7.714762254","7.194174054","7.410443887","7.216401069","6.823778928","7.738235367","7.69045976","7.647924395","7.28810085","7.535152538","7.87690408"
"TRIAE_CS42_7BS_TGACv1_593422_AA1951390","7.201871607","7.561657346","7.748074769","7.305154613","8.833824492","7.502528591","7.150968598","6.216350579","6.037319455","6.631073811","6.707666634","7.125797842","6.430909093","5.201354822","5.513686777","6.09272517","7.779479351","7.731993628","6.461538799","7.79975874","5.78199366","5.98736867","6.395567061","6.865945297","7.596321985","7.220231039","5.554957588","6.185969912","8.014286133","7.413204476"
"TRIAE_CS42_7BS_TGACv1_593677_AA1953710","4.856255699","5.28766584","5.745474491","5.975175091","6.274080056","5.288145811","4.569462176","4.517930056","5.399216445","5.574994102","4.849127618","5.096286858","5.369176495","4.494876411","5.064643566","4.46403395","5.902977536","5.263042458","5.537137397","4.961788128","4.514303021","5.3236293","5.144466642","4.471423913","5.245533488","5.343897623","5.251519217","4.876936268","5.036738294","5.75212492"
"TRIAE_CS42_7BS_TGACv1_594836_AA1958510","6.304768678","6.676576028","6.946227154","6.865683546","7.353455329","6.46685054","5.902613934","5.393191542","6.190594056","6.536559125","6.184829072","6.645694169","6.63453217","5.304033291","5.924437709","5.464505307","7.480505573","6.657141605","6.259065421","6.296301996","5.698737101","6.244438126","5.746810674","5.462027636","6.992246232","6.561468759","6.437084227","7.158157327","7.415844963","7.36078186"
"TRIAE_CS42_7DL_TGACv1_602779_AA1968430","6.733322448","7.14280442","6.750589153","7.122349323","7.985497743","7.038139887","6.433443029","5.468455843","5.786676253","5.950046021","5.9303083","6.512344526","6.088796772","4.961119367","5.433566184","5.425541693","7.629609836","7.198058476","5.896989651","6.879421648","5.370696631","5.932231978","5.807910211","6.165078402","6.889976479","6.475192071","5.962280222","6.399215058","6.895463068","6.989375155"
"TRIAE_CS42_7DS_TGACv1_621751_AA2025220","5.538329834","6.207798969","6.394510064","6.762678639","7.276860644","5.881353878","5.512868105","5.553389725","6.176588424","6.336861129","5.760159657","5.885303711","6.164234381","5.582638798","6.243601692","5.324886267","6.967730278","6.301996071","6.40735677","5.974002977","5.784028239","5.821571436","5.661355025","5.404338164","6.423164168","6.616977754","5.829098547","6.377887838","6.339830063","7.079807621"
"TRIAE_CS42_7DS_TGACv1_621830_AA2027150","5.704738684","6.647043548","7.11548464","7.13831129","7.967300976","6.658113736","6.556786879","5.152840626","4.736750927","6.410752018","6.467948695","6.513286489","5.900269887","4.784386928","5.099055123","5.472892329","6.65613509","7.119773169","6.067320812","7.011295138","5.424976449","5.581690167","6.093073033","6.316812639","6.5588685","6.387022407","5.202830171","5.760493566","7.109528094","6.209287972"
"TRIAE_CS42_7DS_TGACv1_622899_AA2046950","6.800609504","7.22926006","7.291695309","7.223526871","7.852092602","6.833352371","6.398136094","5.602470493","6.628206706","7.005224218","6.574420172","6.890616852","6.801855507","5.554511674","6.266283297","5.990705509","7.865753361","6.888845103","6.810085888","6.867610659","6.321005676","6.463734201","6.006993349","5.986416829","6.97421199","6.698248079","6.278862642","6.816721894","6.890705046","7.125118798"
"TRIAE_CS42_7DS_TGACv1_623271_AA2051500","7.09985107","7.423263932","7.34675922","7.225235227","7.947102973","7.072835895","6.600430125","5.676695032","6.49466855","7.43603383","7.087114034","7.132948967","6.674582351","5.895750933","6.549235448","6.275959925","8.227185189","7.446886046","6.977673485","7.105165346","6.937533766","7.128416785","6.838178487","6.397410552","7.171049034","7.299937492","7.098436959","6.215012417","6.321445475","7.152130789"
"TRIAE_CS42_7DS_TGACv1_623281_AA2051590","7.429561376","7.819789445","7.944224859","7.709390788","8.441303599","7.349195479","6.795098992","6.121362127","7.090672159","7.589493272","7.134212933","7.41815545","7.013942815","5.942594662","6.758508124","6.560559557","8.338574722","7.845827894","7.489736458","7.461409446","6.960067655","7.230609713","6.976522658","6.61755818","7.501426871","7.46448439","7.411919183","7.144011917","7.442529043","7.771433362"
"TRIAE_CS42_U_TGACv1_641158_AA2086950","4.443827036","4.863989714","5.222655881","6.058176486","6.101291573","4.135979027","3.911712957","3.729491026","4.160444364","4.633572981","5.053362672","5.087182669","5.100475998","4.241224589","5.031091303","4.167406035","5.681584581","5.405075405","5.393095587","5.219771871","5.255467275","4.212327578","4.302129437","4.443827036","6.254049941","6.463077818","4.901527024","5.513831891","5.141792203","6.254689979"
"TRIAE_CS42_U_TGACv1_643085_AA2127120","4.949872746","5.131412362","6.135781318","7.012502607","6.593445823","5.005850532","4.956531035","3.786459782","4.112511866","5.646654649","5.605842507","5.769276789","5.165357239","4.278054044","5.381251275","4.789048863","6.234787125","5.90290652","5.933271186","5.673275156","5.621270053","5.050496828","5.428441712","5.253241546","5.765839795","5.96383638","5.564290496","4.555985194","5.869937951","5.733664849"
